3964,Commercial Retail,64 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4376390858,147.1365460658
3966,Commercial Retail Building,94 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4384258283,147.1374342565
3969,F and W Stewart's Jewellery Shop,100 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4387411219,147.1374096252
3971,National Theatre,103A-109 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4369364296,147.1366027662
3972,Commercial Retail,102-104 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4387507048,147.1376441603
3973,Commercial Retail,106-108 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4389038817,147.137603546
3974,Commercial Retail Building,110-112 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4388763915,147.1379939539
3976,Star Hotel,113 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4373232578,147.1370202479
3977,Commercial Retail,115-117 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4374043271,147.1370191017
3978,Commercial Retail,118 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4392088834,147.1379368816
3979,Commercial Retail,120 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4392628663,147.1379889466
3980,Commercial Retail Building,122 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4392988445,147.1380322353
3982,Commercial Retail,126 CHARLES ST LAUNCESTON 7250,Permanently Registered,Launceston City Council,-41.4395376624,147.1383465009
